query,paragraph,label
Does the event greg examined his injury ends after he trip over a crack in the road ?," Greg is an old man. He stays active by walking. One day he decided to walk by an unfamiliar road. During this walk he tripped over a crack in the road. ""Greg hurt himself badly, but decided not to see a doctor.""	",yes
Does the event dean's principal was angry. start before his principle come outside ?, Dean decided he was going to prank his principle. He took a carton of eggs from his fridge and headed out. He arrived at his principal's house a little after midnight. After throwing two eggs his principle came outside. He was forced to clean up the mess and serve detention for a month.	,no
Does the event evan is alive ends after he invited to a sleepover but afraid to attend ?, Evan was nine but sometimes still wet the bed. He was invited to a sleepover but afraid to attend. He did not want anyone to discover his secret! Then his mom bought him a pack of absorbent underwear to wear. Evan felt much more secure with the backup underwear on!	,yes
Does the event emma asked her school counselor for help start before her parents were unable to help ?, Emma was getting ready to graduate from high school. She wanted to go to college but could not afford it. Her parents were unable to help her financially. Emma received a letter from the scholarship organization. She received the scholarship and was able to attend college.	,no
Does the event sue cleaned her window again. ends before she wonder if he had worked hard to create that window art for her ?," Sue got in her car and frowned at how filthy the window was. Her dog's nose had made quite a mess of the glass. She wondered if he had worked hard to create that window art for her. Sue sort of felt bad as she cleaned it away. ""The next day, her dog created a new masterpiece on the window.""	",no
Does the event the team lost the game. start before that be the third out ?, A third base coach gave the wrong sign to a player on first. The player ran to steal second base and was almost thrown out. The coach felt in the moment so he told the player to steal again. Once again the player tried to steal a base but was thrown out. That was the third out and the inning was over.	,no
Does the event becky's family moved chess pieces start before they be at a chess match with other families ?," Chess was not a game the Becks liked to play. They were a family that loved games, all but chess. One time they were at a chess match with other families. And they lost horribly in front of many people. They don't play games anymore.	",no
Does the event trisha called the owners to explain closing early start before the diner hadn't been making money ?, Trisha was a manager of local diner. It was a slow night. The diner hadn't been making any money. Trisha didn't want the diner to lose any more money. Trisha closed the diner an hour early.	,no
Does the event we slept over at her family's place start after the celebration ?, My girlfriend and I went to the outer banks for Thanksgiving. We went to visit her family. It was a long drive. There was lots of traffic on the way. We still made it in time to celebrate with everyone.	,yes
Does the event tom wrote his report. start after he heard many rich experiences ?, Tom was doing a report on Jewish culture. He decided to go to a local temple to find out more about it. He stayed for a sermon and talked to people there. Tom heard many rich experiences. He gave a copy of his report to everyone he interviewed.	,yes
Does the event harry is a forgetful person start after he decide to buy a notepad ?," Harry would forget lots of things. His friends suggested he keep an agenda. Harry agreed. He decided to buy a notepad. ""Now, Harry was much better at remembering things.""	",no
Does the event she fell ends before a young lady run through the sand at the beach ?," A young lady was running through the sand at the beach. Strong winds started to blow in her direction. She was pushed back. ""When she fell, her hair fell out."" ""Before anyone noticed, she quickly put it on and walked away.""	",no
Does the event tim saved his money from his job start after he decided to get a part time job ?, Tim always wanted a fast car like his friends. The problem was that he had one of the slowest card in town. He decided to get a part time job for some extra money. He finally raised enough money for a new car. He now races his fast car with those of his friends.	,yes
Does the event his horses' painted  start after he taught the horse to hold the brush ?," David watched an episode on TV about a horse that paints. ""He thought surely his smart horses could do this, too."" ""At the art store, he bought large canvases, brushes, and acrylics."" He taught the horse to hold the brush in his mouth by the handle. David hung his horses masterpieces all over the barn.	",yes
Does the event chris had relatives ends after they were celebrating chris's 13th birthday. ?," Everyone got together. They were celebrating Chris's 13th birthday. ""However, some of his relatives were arguing about money."" One ended up being punched. Chris's father had to kick them out of the house.	",yes
Does the event ella and frank made building plans ends before they decide to buy several acres of land and build their own home ?," Ella and Frank had been wed for six years. ""They wanted a home of their own, despite high costs and few savings."" They decided to buy several acres of land and build their own home. ""After they signed the deed, Frank called a few reliable acquaintances."" ""Then they got their tools together and made a small, cozy home!""	",no
Does the event tom got a dog start before tom decided to get a dog ?, Tom got a new cat. Within a week it was lost. Tom looked around a bit for it but didn't find it. Tom decided to get a dog instead. Eventually the cat returned and Tom gave it away.	,no
Does the event the man admired the leader. ends after the leader led the man astray ?, The man choose to serve the leader. The leader led the man astray. The man stopped believing the leader. The man killed the leader. The man took the role of leader.	,yes
Does the event jenna wasn't going to the party start after jenna collapse on her bed in tears ?," Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!	",yes
Does the event jenna was happy. ends before he asks her to the spring party ?," Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!	",no
Does the event the teacher saw me falling asleep start before i was falling asleep in class ?," I was sitting in class falling asleep. ""Suddenly, the teacher asked me a question."" I sat there speechless. I randomly told the teacher that two was the answer. ""Surprisingly, I was completely right.""	",no
Does the event carter's dad used some tools ends after carter sleep in his toddler bed ?," Carter slept in his crib. ""In the morning, he climbed out of it."" His dad transitioned the bed into a toddler bed. Carter discovered that he could just get into his bed without climbing. Carter now sleeps in his toddler bed.	",no
Does the event susie was carrying a purse start after she was trying to get home. ?, Susie was trying to find her way home. All the sudden she got lost. It upset her. She had to rely on her gps. It took five hours to get home.	,no
Does the event i told joe about the summer reading start after i went online and found the school did have summer reading ?," ""My friend Joe has a son, 16."" When his son was 13 he told his dad there was no summer reading. Joe believed his son. I went online and found the school did have summer reading. ""Joe told his son to do the reading, plus one book.""	",yes
Does the event jesse loves his family. ends after he give the present to his family ?, Jesse wanted to show his family how much he loved them. He cut out some pictures from old photos. He pasted them on a board to make a big picture. He gave the present to his family. His family loved it.	,yes
Does the event griffin doesn't like to read start before he fell asleep ?," Griffin needed to write a book report for school. He went to the library to find a book. He found an interesting book about Abraham Lincoln. ""Griffin started to read the book, but fell asleep."" ""When he woke, Griffin decided to pick a different topic.""	",yes
Does the event my pals scored better than i did start before i realized i had to work hard to get to be as good as them ?," I went down to the apartment's clubhouse to play pool with my pals. They were all much better than I was. I realized that I had to work hard to get to be as good as them. So I spent the next couple of weeks playing with them a bunch. ""Now, we are all equally as good as one another!""	",yes
Does the event the man wished to look young start after he shave his hair off ?, The man grew out his hair. He saw some gray hairs. He shaved his hair off. He bought some hair dye. He used hair dye the next time he grew out his hair.	,no
Does the event maggie stopped brushing her teeth ends before being nauseous ?," Maggie was a pregnant lady. One morning she was trying to brush her teeth. ""No matter what she did, the toothbrush made her gag."" The more she tried the more nausea she felt. She eventually gave up and just used mouthwash.	",no
Does the event tom demanded an apology from the dog owner ends before the dog's owner did not apologize ?," Tom was in the local park one afternoon. He saw a rather disobedient dog in the distance. The dog's owner through a frisbee in Tom's direction. ""Unfortunately, the dog decided to pounce on Tom instead."" The dog's owner didn't even apologize.	",no
Does the event the pizzas were well made ends after lucy and her friends love getting her friends together for a party ?," Lucy and her friends loved getting her friends together for a party. Tonight they decided to have a pizza party. The girls got the ingredients together to make the pies. ""When they were done, they put them in the oven."" ""After a half hour, the pizzas were golden brown.""	",yes
Does the event the fireworks will happen in the evening. ends before it be independence day ?, Lucy awoke and jumped out of bed. It was Independence Day and she was excited. She ran and asked her grandma if they could go see fireworks. Grandma reminded her that wouldn't be for hours. Lucy decided to play to pass the time.	,no
"Does the event but, eric was determined to try again. ends before he do better ?"," Eric went to a yoga class. He had never been. He realized then he was not very flexible. ""After the class, people were laughing at him."" He did better his second time.	",yes
Does the event paul is not friendly. ends before everyday at work he say mean things to people ?, Paul hates his job. Everyday at work he gets angry and says mean things to people. Paul's boss gave him a verbal warning about his attitude at work. Currently Paul is on a performance plan at work. Next month Paul will be fired.	,no
Does the event barry visited a furniture shop. start before he bought a very long bed. ?," Barry is very tall. His feet hung off his bed. ""One day, Barry bought a very long bed."" He slept very well that night. Barry will never sleep in a normal bed again.	",yes
Does the event tom was frustrated ends after he have a music list they wanted him to play ?, Tom was dj at a friend's wedding. He had a music list they wanted him to play. Tom kept having guests ask for specific songs. He kept turning them down. Eventually Tom put a sign up telling them to stop.	,yes
Does the event maddie got in line start before maddie be excited to see the new harry potter movie ?," Maddie was excited to see the new Harry Potter movie. The line was out the door and it was exciting. Maddie luckily was able to get a seat. The movie was long but it was worth it. When the movie was over, it was great.	",no
Does the event i lived in an apartment start before i go down to the apartment 's clubhouse to play pool with my pals ?," I went down to the apartment's clubhouse to play pool with my pals. They were all much better than I was. I realized that I had to work hard to get to be as good as them. So I spent the next couple of weeks playing with them a bunch. ""Now, we are all equally as good as one another!""	",yes
Does the event the cinema apologized to the audience. start after the film malfunctioned. ?," Corey went to see a movie at the theatre. The movie began playing. ""Ten minutes into the movie, the film malfunctioned."" Everyone was given their money back. Corey returned to the movies the next week.	",yes
Does the event we were friends for a long time. ends before i hold to my friend so he would n't fall in the water ?," I was on a boat with a friend. We were going on a fishing spree. He threw his weight in the water. ""After several minutes, a small shark came and dragged the fishing pole."" I held on to my friend so he wouldn't fall in the water.	",no
Does the event maddie got in line ends before the movie be long ?," Maddie was excited to see the new Harry Potter movie. The line was out the door and it was exciting. Maddie luckily was able to get a seat. The movie was long but it was worth it. When the movie was over, it was great.	",no
Does the event tim drank the oil start before he mistook the top cans ?, Tim was working on his car. He was drinking a soda. He had also used a can to catch some oil. Tim mistook the top cans. He spat out a lot of oil.	,no
Does the event ava deposited money into the savings account start before she earn lots of interest on her money ?," Ava had money in a savings account. It was not earning any interest. Then her banker suggested she move the money to a CD account. ""Ava agreed, and switched the funds into the CD."" Soon she was earning lots of interest on her money!	",yes
Does the event ellie felt excited start after her mom promised they could go ?," Ellie wanted to go to the playground. She asked her mom to take her. Her mom promised that they could go if Ellie ate all her lunch. Ellie diligently ate every bit of her soup and sandwich. ""And after lunch, she got to go play at the playground!""	",yes
Does the event bob did not buy any steak start after eat steak ?, Bob love to eat steak. He wants to get steak for an upcoming barbeque. He went to the store but he couldn't find any steak. He continued searching but he still didn't find any steak. His son brought enough steak for everyone for the barbeque.	,no
Does the event the movie john watched aided his learning ends after john buy materials ?, John really wanted to learn the Russian language. John bought materials and began studying. John watched Russian movies without subtitles. John spent a month living in Russia. Now John is fluent in the Russian language.	,yes
Does the event there was a lion exhibit at the zoo. ends after desire love going to the zoo ?, Desire loved going to the zoo. She gets excited every time she sees the zebra exhibit. Desire rounded up some kids at the zoo. They all watched the special lion show. Desire went home happy and slept with her stuffed animal from the zoo.	,yes
Does the event people were shocked that belle wanted to eat more food. ends after and she decide to get more food ?," Belle was at a party. And someone ordered pizza and tacos. Belle ate three slices of pizza and a large taco. And she decided to get more food. ""But as she approached the kitchen, people began to stare at her.""	",yes
Does the event jane likes her new heels start after she decide she needs a new outfit for a party later that week ?, Jane is doing some light shopping on a Saturday. She decides she needs a new outfit for a party later that week. She picks out a cute new black dress. She then decides she needs some shoes to match. She finds and buys a very cute pair of black heels.	,no
Does the event hannah took off all her clothes ends before she soaked ?, Hannah decided to go for a walk. She was far away from home when it suddenly started raining. Hannah ran home as fast as she could. When she arrived home she was soaked and freezing. Hannah decided she would always check the weather from now on.	,no
Does the event joe hand counted all of the guns. ends before he fill his wagon with them ?," Joe had to deliver one-hundred guns to the rebels in Carson. He filled up his wagon with them and covered them with a blanket. He didn't expect to be searched, so he didn't bother hiding them. When he saw the border guards, he almost ran for it. Somehow he kept his cool and made it across.	",yes
Does the event megan's mom made a carrot cake. start after her mom surprise her ?," On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her ""vegetables"" that night!	",no
Does the event martin is alive. start after he sleep more deeply than normal ?, Martin realizes that he needs to get more exercise. He decides to have a walk around the block before he goes to bed. That night he sleeps more deeply than normal. He decides to take a walk every night before going to bed. Martin is very happy he is getting more exercise.	,no
Does the event tom didn't like his new cat much start before tom got a new cat ?, Tom got a new cat. Within a week it was lost. Tom looked around a bit for it but didn't find it. Tom decided to get a dog instead. Eventually the cat returned and Tom gave it away.	,no
Does the event the man admired the leader. start before the man chose to serve the leader ?, The man choose to serve the leader. The leader led the man astray. The man stopped believing the leader. The man killed the leader. The man took the role of leader.	,yes
Does the event ana fell to the ground start after anna felt a pain in her cheek ?," Ana was playing in the snow with her brother. They were having a snowball fight. Suddenly, Anna felt a pain in her cheek. She saw that the snowball had had a rock in it. Her brother apologized and they quit fighting.	",no
Does the event diana was in pain. start before diana walk across the sidewalk ?, Diana was walking across the sidewalk. She slipped on a crack that was on one of the concrete tiles. She fell on the ground and her belongings got scattered. They well inside a sewer cage. The water under the well carried it away.	,no
"Does the event jenna was very upset. ends before her roommate , marissa , enter smiling ?"," Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!	",no
Does the event martin enjoyed his walk. start after he decides to walk every night before bed ?, Martin realizes that he needs to get more exercise. He decides to have a walk around the block before he goes to bed. That night he sleeps more deeply than normal. He decides to take a walk every night before going to bed. Martin is very happy he is getting more exercise.	,yes
Does the event simon feels very stressed out. ends after someone contacted him and offered him a job ?," Simon lost his job. He needed a new one as soon as possible. He sent out a bunch of applications. ""At first, he got no response."" Finally someone contacted him and offered him a job.	",yes
Does the event andrea's and amanda's boat ride was cut short. start before amanda be excited since she had never taken a boat ride ?," Andrea invited Amanda onto her boat. Amanda was excited since she had never taken a boat ride. ""The ocean waves were big that day, and the boat rocked a lot."" Amanda quickly became sick and wanted to go back. Andrea apologized to Amanda since she felt bad for her.	",no
Does the event the person was home. start before it curdled ?," I went to have cereal today. ""The milk however, was spoiled."" I noticed it right away. It was curdled. So I had to immediately throw it away.	",yes
Does the event juan went to the doctor ends after he trim hedges in a flower bed ?, Juan worked for a local landscaping company. One day he was trimming hedges in a flower bed. He did not see the coral snake in the flower bed. The coral snake bit Juan on his ankle. Juan could not work for several days because of the snake bite.	,yes
Does the event cayla was scared ends before cayla run in the park ?, Cayla was running in the park one day when she fell to the grass. She tried to stand back up but the world around her was spinning. She started to cry and her mom ran to her to care for her. She told her mom everything was spinning and they went to the ER. The ER Doctor diagnosed Cayla with having vertigo.	,no
Does the event kendall offered to pay the stranger back ends before kendall was so happy ?, Kendall was heading over to the movie theater. He was very excited to see the new Star Wars movie. At the theater he found out he didn't have enough money. Someone behind him offered to purchase his ticket. Kendall was so happy that a stranger would be so kind.	,yes
Does the event neil enjoyed his ride on the ferry ends after the bay be beautiful in the moonlight ?, Neil took a ferry to Hong Kong. The bay was beautiful in the moonlight. And the hundreds of tall factories caught his eye! Hong Kong was by far his favorite Chinese province. He couldn't wait to return!	,yes
Does the event jane tries on black heels start before she decides she needs to find some shoes ?, Jane is doing some light shopping on a Saturday. She decides she needs a new outfit for a party later that week. She picks out a cute new black dress. She then decides she needs some shoes to match. She finds and buys a very cute pair of black heels.	,no
Does the event ed will keep playing cards ends before they groan to see that he had already mastered the poker face ?, Ed was learning to play poker. His friends had thrown all their cards in. Wd looked so glum that they felt sure to win. But then Ed threw down his cards: full house! They groaned to see that he had already mastered the poker face.	,no
Does the event they spent some time picking apples ends after i discuss with sally how fun it could be to pick our own apples ?, Sally and I were driving to the local fair. On our way we saw a sign inviting the public to pick apples. I discussed with Sally how fun it could be to pick our own apples. Sally and I decided to pick apples. We had fun picking apples and it broke up our drive to the fair.	,yes
Does the event kendall offered to pay the stranger back start before kendall was on the way to the movie theater ?, Kendall was heading over to the movie theater. He was very excited to see the new Star Wars movie. At the theater he found out he didn't have enough money. Someone behind him offered to purchase his ticket. Kendall was so happy that a stranger would be so kind.	,no
Does the event richard listens to music for inspiration. start after richard sits down at his drum kit. ?," Richards loves the drum. He picks up his drumsticks. Then goes to his practice room. Richard sits down at his drum kit. Finally, he plays a beat on his drums.	",no
Does the event erica had a dinner party ends before she clean the mess of broken ceramic ?," Erica was doing the dishes. She slipped on a wet spot on the ground. She broke a plate that she was holding in her hand. She cleaned up the mess of broken ceramic. ""Afterwards, she mopped up the wet spot.""	",yes
Does the event barry dumped his old bed.  ends after his feet hang off his bed ?," Barry is very tall. His feet hung off his bed. ""One day, Barry bought a very long bed."" He slept very well that night. Barry will never sleep in a normal bed again.	",yes
Does the event the elephants were trained ends after the street lined with people watching ?, The circus was in town! Jimmy's mom told him the circus would arrive by train. They were going to go watch the elephants walk to the arena. The street was lined with people watching. The elephants walked by in a line holding each other's tails!	,yes
Does the event i did not speak to tommy again start before he take several minutes to write everything out ?," Tommy promised me that he was going to draw a good sketch of me. He took several minutes to write everything out. ""When he was done with the outline, he showed it to me."" It ended up being my face on top of a banana. I ripped the page and threw it away.	",no
Does the event the $50 bill fell out of a pocket in the washer ends after cammie found it ?," Cammie lost a $50 bill somewhere. ""She was so upset, she almost cried."" ""Then, the next day, doing laundry, she found it!"" ""It was wet, wrinkled, and clean in the washer!"" Cammie was elated!	",no
Does the event ellie put on her shoes start before she got to go play at the playground ?," Ellie wanted to go to the playground. She asked her mom to take her. Her mom promised that they could go if Ellie ate all her lunch. Ellie diligently ate every bit of her soup and sandwich. ""And after lunch, she got to go play at the playground!""	",yes
Does the event evan's mom wanted to help evan go to the sleepover start after evan was afraid of people discovering his secret ?, Evan was nine but sometimes still wet the bed. He was invited to a sleepover but afraid to attend. He did not want anyone to discover his secret! Then his mom bought him a pack of absorbent underwear to wear. Evan felt much more secure with the backup underwear on!	,yes
Does the event gary's dog was pulling on the leash. ends before a man hit the dog on the side ?," Gary was walking his dog on the sidewalk. The dog managed to break through the leash and ran away. It ran towards a crowded street with a traffic. A man hit the dog on the side while he was driving. ""Since he only felt a small thud, he didn't bother to stop.""	",yes
Does the event belle was hungry. start before and she decide to get more food ?," Belle was at a party. And someone ordered pizza and tacos. Belle ate three slices of pizza and a large taco. And she decided to get more food. ""But as she approached the kitchen, people began to stare at her.""	",yes
Does the event griffin doesn't like to read start before griffin need to write a book report for school ?," Griffin needed to write a book report for school. He went to the library to find a book. He found an interesting book about Abraham Lincoln. ""Griffin started to read the book, but fell asleep."" ""When he woke, Griffin decided to pick a different topic.""	",yes
Does the event i lived with my parents. ends after alas i could not find a job ?," I graduated college without job prospects. Thankfully, my parents let me stay home until I found a job. Alas, I could not find a job after six months of searching. My parents understood and continued to let me live at their house. I soon found a job and I thanked my parents for their support.	",yes
Does the event i got a better grade than my friend start before my picture turned out better than hers ?," I was taking an art class with my friend. ""For our test, we had to each paint an apple."" I had procrastinated until the night before it was due. My friend had been working on her painting all week. I was pleased that my picture turned out better than my friend's.	",no
Does the event henry was angry. start after he got fouled by one of the opponents ?, Henry had several seconds to shoot the ball. He couldn't get through the double team so he ran through them. He got fouled by one of the opponents but ended up throwing the ball. The ball landed into the hoop. His team ran towards him to congratulate him.	,yes
Does the event the cinema apologized to the audience. start before the film malfunctioned. ?," Corey went to see a movie at the theatre. The movie began playing. ""Ten minutes into the movie, the film malfunctioned."" Everyone was given their money back. Corey returned to the movies the next week.	",no
Does the event the window was clean. start after sue cleaned the window ?," Sue got in her car and frowned at how filthy the window was. Her dog's nose had made quite a mess of the glass. She wondered if he had worked hard to create that window art for her. Sue sort of felt bad as she cleaned it away. ""The next day, her dog created a new masterpiece on the window.""	",yes
Does the event the teacher asked us to stop talking start before we talked the whole time during and after class. ?," I was so nervous for my first day of school. ""When I arrived at my first class, I was shaking."" I sat next the prettiest girl in class. We talked the whole time during and after class. ""We became best friends, and she made college so much easier!""	",no
Does the event the waiter felt annoyed by mikey's mother. ends after mikey eat with his family ?," Mikey was eating out with his family. His mom complained that her meat was undercooked. Mikey tried to stop her, but she began berating the waiter. Other people noticed and scolded her. It became such a mess Mikey decided to leave.	",yes
Does the event kay had a lot on her mind ends before hearing her favorite author ?," Kay was attending a self empowerment seminar. She was excited as the first presenter was her favorite author. ""She sat through the opening session, rapt with attention."" ""By the end of the day, her head was full of great ideas."" She went back to her hotel room to rest for the next day's conference.	",no
Does the event he was excited. start before they be milk production weights for a cow ?, Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow.	,yes
Does the event one of the ladies asked ernie on a date ends after one became his wife ?," ""One day, Ernie went on a walk in the park."" Ernie walked by the tennis courts and saw two beautiful women playing. ""He had never played tennis before, but he decided to learn."" ""The next day he went to the park, and the ladies were there again."" ""They invited him to join them, and eventually one became his wife.""	",no
Does the event nicole dropped her ipad as she fell start before she decide to take it to the store and see if it could be fixed ?," Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.	",yes
Does the event hannah was on the road start after  it suddenly started raining. ?, Hannah decided to go for a walk. She was far away from home when it suddenly started raining. Hannah ran home as fast as she could. When she arrived home she was soaked and freezing. Hannah decided she would always check the weather from now on.	,no
Does the event tom didn't like his new cat much ends before the cat return ?, Tom got a new cat. Within a week it was lost. Tom looked around a bit for it but didn't find it. Tom decided to get a dog instead. Eventually the cat returned and Tom gave it away.	,no
Does the event my boss was told about my surprise birthday party. start before i walk into a surprise birthday party ?," My boss pulled me aside at work. I thought he was going to tell me Happy Birthday. Instead, he told me I wasn't needed today. I sulked home, not sure whether I was getting fired or not. When I arrived home, I walked into a surprise birthday party!	",yes
Does the event brenda was alive ends after she watched the tester added up her score. ?," Brenda was excited to be turning 16 today. After breakfast, she drove with her mother to the DMV office. She found the the written test to be very easy for her. After the driving test she watched as the tester added up her score. That night Brenda proudly drove alone to visit with her friends.	",yes
Does the event lagertha was hungry. ends after her mother tell her to clean her room ?," Lagertha didn't like being told what to do. Her mother told her to clean her room. ""Lagertha refused, and went outside to play with her friends."" ""When she returned at dusk, there was candy and roast lamb to eat."" ""Her mother forbid her to have any though, and sent her to her room.""	",yes
Does the event the lamp was made of fragile material. start after it break into small shards ?, The door closed too hard. A lamp fell down. It broke into small shards. A man stepped on the lamp. The lamp punctured his flesh.	,yes
Does the event bill's mother searched for her son bill ends after bill be happy to be home with his mother ?," Bill loved to play in the forest. ""One day, while playing a game, bill got himself lost."" He walked around the forest for hours. ""Finally, his mother came into the forest and brought bill back home."" Bill was happy to be home with his mother!	",yes
Does the event one of the ladies asked ernie on a date ends before ernie walk by the tennis courts ?," ""One day, Ernie went on a walk in the park."" Ernie walked by the tennis courts and saw two beautiful women playing. ""He had never played tennis before, but he decided to learn."" ""The next day he went to the park, and the ladies were there again."" ""They invited him to join them, and eventually one became his wife.""	",no
Does the event gary put a leash on his dog ends before gary walked his dog on the sidewalk ?," Gary was walking his dog on the sidewalk. The dog managed to break through the leash and ran away. It ran towards a crowded street with a traffic. A man hit the dog on the side while he was driving. ""Since he only felt a small thud, he didn't bother to stop.""	",yes
Does the event i was standing near my neighbor. start after i was talking to my neighbor ?," I was talking to my neighbor this morning. He said that there is a loose cat going around the neighborhood. ""I told him that I thought I saw it, also."" ""When I went back inside, I heard a small """"meow""""."" The cat had been following me and got inside my house.	",no
Does the event ellen provided contact information with her tickets. ends before the fundraiser call ellen ?, Ellen's nephew was selling raffle tickets. Ellen decided to buy tickets. Someone from the fundraiser called Ellen. She had won a prize of five hundred dollars! Ellen drove to town to pick up her cash prize.	,yes
Does the event eva opened the fridge to look for milk ends after eva tried it and liked it ?, Eva poured herself a bowl of cereal. She went to get milk. They were out of regular milk! Only soy milk was left. Eva tried it and liked it.	,no
Does the event the class was silent start before i sit there speechless ?," I was sitting in class falling asleep. ""Suddenly, the teacher asked me a question."" I sat there speechless. I randomly told the teacher that two was the answer. ""Surprisingly, I was completely right.""	",no
Does the event jim put on his clothes. ends before he rushed to school ?," Jim needed to take a shower. But his shower drain was clogged. He had no time to fix it. And he rushed to school. That day, everyone avoided Jim.	",yes
Does the event jen walked around the parking lot start after she call mall security ?, Jen walked out of the mall only to find her car was gone. She looked around frantically. Finally she called mall security. As they started questioning her she realized her car wasn't missing. She had gone out of the wrong door of the mall.	,no
Does the event tim bought a new fast car start before he finally raised enough money ?, Tim always wanted a fast car like his friends. The problem was that he had one of the slowest card in town. He decided to get a part time job for some extra money. He finally raised enough money for a new car. He now races his fast car with those of his friends.	,no
Does the event jeff was having a good time at the zoo start after he visited a giraffe ?," Jeff visited a giraffe that was in the zoo. He fed several bard pellets and petted him. The giraffe jumped as soon as Jeff tapped his head. It managed to run away. However, it turned around and started charging at Jeff.	",yes
Does the event barry visited a furniture shop. ends after he bought a very long bed. ?," Barry is very tall. His feet hung off his bed. ""One day, Barry bought a very long bed."" He slept very well that night. Barry will never sleep in a normal bed again.	",yes
Does the event tom was in pain. start before he fell down a cliff ?, Tom and his friends decided to go hiking. While hiking Tom tripped and fell down a cliff. He was injured so his friends called for help. Search and rescue came and saved Tom. After a two weeks in the hospital Tom recovered.	,no
Does the event dave gave a speech at his awards ceremony. ends before dave work with algae to make electricity ?, Dave was a scientist. Dave wanted to make a great scientific discovery. Dave worked with algae to make electricity. Dave discovered he could make electricity with algae! Dave was awarded for his great discovery.	,no
"Does the event chelsea worked for a corporation ends before after six months, she realized the corporate life was not for her. ?"," Chelsea knew she did not want to be waitress the rest of her life. She went to college at night and worked during the day. ""Two years later, she got her degree and the job she wanted."" ""After six months, she realized the corporate life was not for her."" She is now a manager at the restaurant that she worked at before.	",no
Does the event they carried the trash can to the laundry room. ends before my dorm mates be incredible pranksters ?," My dorm mates were incredible pranksters. One day they filled a thirty gallon Rubbermaid trash can with water. ""The opened the laundry room door, propping the can on the door's top."" ""As the floor manager entered the laundry room, they nudged the door."" The entire thirty gallons poured down on the manager in an icy flood!	",no
Does the event they drove to the petshop ends before they took her to the petshop to buy her her first puppy ?, Carrie a seven year old girl always wanted a puppy. Her parents believed she was too young for such responsibility. They soon realized there little girl was growing up. They also realized she was ready for more responsibility. They took her to the pet shop to buy Carrie her very first puppy.	,no
Does the event the children were happy  ends before karla take care of eight children in her daycare ?, Karla took care of eight children in her daycare. She had too many little ones to go on a walk with her double stroller. She began looking for a stroller that would hold lots of kids. She found a stroller online that could hold up to four little ones. She purchased the stroller and is able to go on walks.	,no
Does the event the ticket taker felt guilty for not helping the boy ends after the boy bought himself a ticket ?, A boy walked up to the ticket taker at the local circus. He asked if he could get in for free because he was poor. The ticket taker pitied the boy but couldn't do what he wanted. The boy began to dance for the people in line to earn money. The boy bought his ticket and gave the ticket taker a dirty look.	,yes
Does the event rick watched tv as a child. start after rick watch tv ?, Rick was watching TV. And he noticed that there was nothing to watch but children's shows. One of the shows he remembered. And he used to watch it when he was a child. Rick enjoyed being reminded of his childhood.	,no
Does the event wallace wanted to swim in early september. ends after milwaukee resident wallace want to go swimming in the lake ?," Milwaukee resident Wallace wanted to go swimming in the lake. ""It was early September, and he donned his swim trunks."" He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.	",yes
"Does the event eventually, she got her cast removed. ends before nia break her leg ?"," Nia broke her leg. She had to get a cast put on it. She was awkward at first wearing it. But soon she grew used to it. ""Before long, she could walk with ease!""	",no
Does the event samantha got a haircut ends before samantha really n't have much money ?," Samantha really needed a haircut but didn't have much money. ""She asked her parents, but they didn't have much money either."" She came up with an idea to raffle off her radio at school. She sold 85 tickets at a quarter a piece. ""It was just enough for a haircut, and now she looks swell!""	",no
Does the event dial up internet is not as good ends before tim saw they had dial up ?, Tim was visiting his grandparents. They didn't have wifi or fast internet. Their connection was still using dial up. Tim tried to use the internet but it was just too slow. He decided to just use his smart phone instead.	,no
Does the event charles was approved to donate plasma ends after he donated plasma ?," Charles needed money and payday was a week away. He drove to a local clinic and applied to donate plasma. ""After donating plasma, Charles felt weak."" He passed out in the clinic. ""When he woke up, nurses were in his face and he asked for his check.""	",no
Does the event the class was silent ends after i told the teacher that two was the answer ?," I was sitting in class falling asleep. ""Suddenly, the teacher asked me a question."" I sat there speechless. I randomly told the teacher that two was the answer. ""Surprisingly, I was completely right.""	",no
